#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
522;20099710;52653388;10358320;LINTER PETROLEO;NES.TA.SUAPE   .LINPROD.PET_INT;46362;LINHA-ISOLAMENTO TÉRMICO;COM INFILTRAÇÃO;"Conteúdo da notaPrio.: DRECOMPOR ISOLAMENTO TÉRMICONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: COM INFILTRAÇÃOFRESTAS / MATERIAL ISOLANTE EXPOSTOPÁTIO DE BOMBAS---------------Recompor falhas no isolamento térmico da linha tronco (Ønom. 42""), queapresenta frestas excessivas expondo o material isolante nos locaisabaixo:1. Na extremidade junto à válvula VRE-4708.04-001 e região de arremate   com o suporte PS-009-021A;2. Nas interferências laterais com os suportes PS-010-010 e PS-010-007,   juntos à bomba B-4708.04001.O serviço deve atender às especificações de projeto e aos requisitos danorma PETROBRAS N-250.DESENHO DE REFERÊNCIA:DE-4450.10-6100-200-DIU-009-VDE-4450.10-6100-200-DIU-010-MParteObjet LINHA-ISOLAMENTO TÉRMICOCausa:FALHA NA INSTALAÇÃO"
523;20099769;52653385;10358320;LINTER PETROLEO;NES.TA.SUAPE   .LINPROD.PET_INT;46362;LINHA-TUBULAÇÃO;OUTROS;"Conteúdo da notaPrio.: DINSPEÇÃO ONDAS GUIADAS NO PÁTIO BOMBASNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSINSPEÇÃO POR VARREDURAPÁTIO DE BOMBAS---------------Realizar inspeção de varredura na linha tronco do trecho (Ønom 42"") comemprego da técnica de ondas guiadas. O trecho encontra-se inativo.ParteObjet LINHA-TUBULAÇÃO"
524;20099775;;10358320;LINTER PETROLEO;NES.TA.SUAPE   .LINPROD.PET_INT;46362;LINHA-ESTRUTURAS METÁLICAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DTRATAR/PINTAR PIPE-RACK VIBRA-SCRAPER 2Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOPROCESSOS CORROSIVOS ATMOSFÉRICOSENTRE ÁREAS DA VIBRA ENERGIA E SCRAPER 2----------------------------------------Efetuar tratamento superficial e pintura nas estruturas metálicas dopipe-rack entre as áreas da Vibra Energia e Scraper 2, que encontram-seafetadas por processos corrosivos dispersos.- TRECHO: do PS-013-020 (Vibra) até o PS-009-019 (Scraper 2).Seguir esquema de pintura da 'Condição 2' da PETROBRAS N-1550 e demaisrequisitos previstos nesta norma.DESENHOS DE REFERÊNCIA:- DE.4450.10-8100-200-DIU-013-AA- DE.4450.10-8100-200-DIU-009-VParteObjet LINHA-ESTRUTURAS METÁLICASCausa:FALHA DO REVESTIMENTO DE PROTEÇÃO
525;20099776;;10358320;LINTER PETROLEO;NES.TA.SUAPE   .LINPROD.PET_INT;46362;LINHA-ESTRUTURAS METÁLICAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DTRATAR/PINTAR PIPE-RACK SCRAPER 2Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOPROCESSOS CORROSIVOS ATMOSFÉRICOSÁREA DO SCRAPER 2-----------------Efetuar tratamento superficial e pintura nas estruturas metálicas dopipe-rack na área do Scraper 2, que encontram-se afetadas por processoscorrosivos dispersos.- TRECHO: do PS-009-021 até o PS-009-028.Seguir esquema de pintura da 'Condição 2' da PETROBRAS N-1550 e demaisrequisitos previstos nesta norma.DESENHO DE REFERÊNCIA: DE.4450.10-8100-200-DIU-009-VParteObjet LINHA-ESTRUTURAS METÁLICASCausa:FALHA DO REVESTIMENTO DE PROTEÇÃO
526;20099777;52653357;10358320;LINTER PETROLEO;NES.TA.SUAPE   .LINPROD.PET_INT;46362;LINHA-ESTRUTURAS METÁLICAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DTRATAR/PINTAR PIPE-RACK SCRAPER 2Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOPROCESSOS CORROSIVOS ATMOSFÉRICOSÁREA DO SCRAPER 2-----------------Efetuar tratamento superficial e pintura nas estruturas metálicas dopipe-rack na área do Scraper 2, que encontram-se afetadas por processoscorrosivos dispersos.- TRECHO: do PS-009-029 até o PS-008-011.Seguir esquema de pintura da 'Condição 2' da PETROBRAS N-1550 e demaisrequisitos previstos nesta norma.DESENHOS DE REFERÊNCIA:- DE.4450.10-8100-200-DIU-009-V- DE.4450.10-8100-200-DIU-008-MParteObjet LINHA-ESTRUTURAS METÁLICASCausa:FALHA DO REVESTIMENTO DE PROTEÇÃO
527;20107967;;10383960;TORRE TELECOM - IPJ2 BERÇO A);NES.TA.SUAPE   .TORRCOM;46364;TORRE-INSTRUMENTOS E ACESSÓRIOS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOGrampos em U apresentam corrosão atmosférica de acessório localizado naplataforma da torre, vide figura 07 do relatório fotográfico. Substituirou tratar e pintar os suportes a luminária.ParteObjet TORRE-INSTRUMENTOS E ACESSÓRIOS
528;20107972;;10383961;TORRE TELECOM - IPJ2 (BERÇO B);NES.TA.SUAPE   .TORRCOM;46364;TORRE-BASE DE CONCRETO;DANIFICADA;Conteúdo da notaPrio.: CDANIFICADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: DANIFICADANecessário  corrigir a base da torre, fabricando uma nova estrutura debase e impermeabilizando-a, para evitar umidade na base metálica.Necessário também verificar o prumo da torre, pois, aparentemente, amesma se encontra inclinada, talvez em função do recalque/falta dealinhamento ou mesmo inexistência da base.ParteObjet TORRE-BASE DE CONCRETO
529;20107806;;10389634;LINTER BUNKER ABAST PGL-2;NES.TA.SUAPE   .LINPROD.BNK_PGL02;46366;LINHA-VÁLVULAS;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CCorrosão Válvula, flanges, acessóciosNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura nas regiões abaixo citadas,as quais apresentam processo corrosivo:- Corpo, flanges e estojos da válvula XV-5336106 (fotos 01, 02 e 03 doanexo fotográfico do relatório de inspeção 60110102);- Flanges da tomada 3/4"" situada junto à XV-5336106.Realizar o serviço conforme norma Petrobras N-0442ParteObjet LINHA-VÁLVULAS"
530;20107807;;10389634;LINTER BUNKER ABAST PGL-2;NES.TA.SUAPE   .LINPROD.BNK_PGL02;46366;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CCorrosão tubulaçãoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura na tomada de instrumentaçãolocalizada entre os suportes STP-182 e STP-183, conforme pode ser vistonas fotos 07 e 08 do anexo fotográfico do relatório de inspeção60110102.Realizar o serviço conforme norma Petrobras N-0442.ParteObjet LINHA-TUBULAÇÃO
531;20107808;;10389634;LINTER BUNKER ABAST PGL-2;NES.TA.SUAPE   .LINPROD.BNK_PGL02;46366;LINHA-DRENO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CCorosão DrenoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura no dreno localizado próximoao suporte STP-212, o qual não possui pintura de acabamento e apresentaprocesso corrosivo, conforme pode ser visto nas fotos 07 e 08 do anexofotográfico do relatório de inspeção 60110102.Realizar o serviço conforme norma Petrobras N-0442.ParteObjet LINHA-DRENO
532;20107809;;10389634;LINTER BUNKER ABAST PGL-2;NES.TA.SUAPE   .LINPROD.BNK_PGL02;46366;LINHA-VÁLVULAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CCorosão Tubulação e válvulasNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura em todas as regiões situadasno Berço A, incluindo válvulas, linhas de drenagem, flanges, estojos,vents e niples (ver localização na foto 09 do anexo fotográfico dorelatório de inspeção 60110102.Realizar o serviço conforme norma Petrobras N-0442.ParteObjet LINHA-VÁLVULAS
533;20107810;;10389634;LINTER BUNKER ABAST PGL-2;NES.TA.SUAPE   .LINPROD.BNK_PGL02;46366;LINHA-VÁLVULAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CCorosão Tubulação e válvulasNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura em todas as regiões situadasno Berço B, incluindo válvulas, linhas de drenagem, flanges, estojos,vents e niples (ver localização na foto 10 do anexo fotográfico dorelatório de inspeção 60110102.Realizar o serviço conforme norma Petrobras N-0442.ParteObjet LINHA-VÁLVULAS
534;20107837;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No Vent que fica localizado no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-47 e STP-48 (Loop 9 datubovia entre o terminal e o PGL1): - Tratar e pintar corosão atmosférica alveolar, de intensidade leve amoderada; - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-VENT"
535;20107840;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No Vent que fica localizado no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-87 e STP-88 (Loop 12 datubovia entre o terminal e o PGL1): - Tratar e pintar corosão atmosférica alveolar, de intensidade leve amoderada; - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-VENT"
536;20107844;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No vent que fica localizado no trecho da tubulação16""-GA/GV-6313-502-Ba, entre os suportes STP-142 e STP-144 (segundo Loopconsiderando o sentido do PGL1 para o PGL2): - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em regiões dipersas. Realizar o tratamento conforme o item 3.2 da normaPetrobras N-442 e a pintura conforme a condição 4 da mesma norma; - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-VENT"
537;20107845;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CPROCESSO CORROSIVOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No vent que fica localizado no trecho da tubulação16""-GA/GV-6313-502-Ba, entre os suportes STP-160 e STP-161 (Loop): - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em regiões dipersas. Realizar o tratamento conforme o item 3.2 da normaPetrobras N-442 e a pintura conforme a condição 4 da mesma norma; - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-VENT"
538;20107854;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-DRENO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR DRENOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No dreno que fica localizado no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-73 e STP-74 (Loop 11 datubovia entre o terminal e o PGL1): - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em pontos dipersos da válvula. Realizar o tratamento conforme o item 3.2da norma Petrobras N-442 e a pintura conforme a condição 4 da mesmanorma; - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-DRENO"
539;20107875;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-DISPOSITIVO DE SEGURANÇA;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR PSVAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Na PSV-6313019 instalada na tubulação 14""-GA/GV-6313-001-Ba, entre ossuportes STP-108 e STP-109 (Plataforma de acesso a válvulas na entradado - PGL1): - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve amoderada, no capuz, no corpo, nos estojos e porcas; - Tratar e pintar corrosão atmosférica alveolar de intensidade leve a moderada, presente em regiões dispersas das linhas a jusante e a montanteda PSV, inclusive nas válvulas localizadas a montante e a jusante; - Instalar fita anticorrosiva do tipo Torofita na união flangeadahorizontal a montante da PSV-6514001.NOTA: Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442e a pintura conforme a condição 4 da mesma norma.REFERÊNCIA: Entre os suportes STP-108 e STP-109 (Plataforma de acesso aválvulas na entrada do - PGL1).ParteObjet LINHA-DISPOSITIVO DE SEGURANÇA"
540;20107877;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-ESTRUTURAS METÁLICAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTRATAR E PINTAR ESTRUTURA METÁLICAAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a severa, na estrutura metálica sobre o STP-109.Realizar o tratamento conforme o item 3.2 da norma Petrobras N-1550 e apintura conforme a condição 2 da mesma norma.REFERÊNCIA: STP-109 próximo a entrada do PGL1.ParteObjet LINHA-ESTRUTURAS METÁLICAS
541;20107962;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46382;LINHA-DISPOSITIVO DE SEGURANÇA;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR PSVAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Na PSV-6313052 instalada na tubulação 16""-GA/GV-6313-502-Ba, entre ossuportes STP-108 e STP-109 (Plataforma de acesso às válvulas na entradado - PGL1): - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em pontos dispersos das linhas a montante e a jusante da PSV-6313052; - Tratar e pintar corrosão atmosférica alveolar e por fresta, deintensidade leve, na união flangeada a montante da PSV-6313052; - Tratar e pintar corrosão atmosférica alveolar, de intensidade moderada, presente em regiões dispersas das válvulas a montante e ajusante da PSV-6313052 - Instalar fita anticorrosiva do tipo Torofita na união flangeadahorizontal a montante da PSV-6313052.NOTA: Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442e a pintura conforme a condição 4 da mesma norma.REFERÊNCIA: Entre os suportes STP-108 e STP-109 (Plataforma de acesso aválvulas na entrada do - PGL1).ParteObjet LINHA-DISPOSITIVO DE SEGURANÇA"
542;20108262;;10389046;PSV-6314252A;NES.TA.SUAPE   .PIER02 .BOMBA 03A;46382;PSV EXTERNO-CORPO E FLANGES;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CSUBSTITUIR EQUIPAMENTONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOFlanges da PSV com perda de espessura. Substituir equipamento.ParteObjet PSV EXTERNO-CORPO E FLANGES
543;20107208;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46386;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CINSTALAÇÃO DE DUPLA-CALHAAção  ReparoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOReparar avaria na tubulação causado por corrosão atmosférica alveolar epor placas de intensidade severa (corrosão externa).LOCALIZAÇÃO E DIMENSIONAMENTO DO DEFEITO:Corrosão medindo 110mm (compr) x 200mm (larg) x 4,96mm (prof), posiçãohorária 06:00, localizada no suporte STP-093, vizinha a sela/calhaexistente.ITEM 01) SOLDAR DUPLA-CALHA COM ANEL (SOBREPOSTA): Preparar superfíciedo tubo e instalar,através de soldagem, dupla-calha com anel conformerequisitos a seguir:*Dados para construção da dupla-calha:- Chapa em aço carbono ASTM A 283 Gr. C ou tubo diâmetro 14"" em aço API5L Gr. B ou equivalente;- Dimensões: espessura mínima 9,5mm x comprimento 600 mm;- Atentar para o emprego de mata-junta de 2 a 3 mm de espessura;- Atender aos requisitos da norma Petrobras N-2737 rev. G,principalmente os itens 4.1 e 6.2.1, caso a linha esteja em operação;- Soldagem conforme Norma Petrobras N-133 e IEIS específica;- Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115;DADOS DA LINHA PRINCIPAL:-TAG: 14""-QI/QAV-6313-001-Ba- Tubulação diâmetro 14""; em aço API 5L Gr. B PSL1 com costura; esp.remanescente vizinha 8,3mm; classe de pressão 150#; PMOA 19 kgf/cm2;NOTAS:1)ANTES DA SOLDAGEM: O serviço de soldagem deverá atender aos requisitosda norma Petrobras N-133, se realizado na ""parada"" da linha. Ou deacordo com a norma Petrobras N-2163, se a linha estiver emoperação(pressurizada com ou sem fluxo, com produto ou seus resíduos).2)Deverá ser apresentada previamente para o setor de Inspeção, antes daexecução do serviço, toda a documentação de soldagem e de controle dequalidade de material da dupla-calha, conforme N-115.3)DURANTE A SOLDAGEM: atentar para a quantidade, sequência e sentido dospasses de soldagem definida na norma Petrobras N-2163 na instalação dedupla-calha.ITEM 02) APÓS CONCLUSÃO DA SOLDAGEM E ENDs: Tratar e pintar as regiõessem pintura ou com pintura danificada na tubulação e na dupla-calhaconforme condição 4 e item 3.2 da norma N-442.ParteObjet LINHA-TUBULAÇÃO"
